repo,issue_1_number,issue_1_text,issue_2_number,issue_2_text,is_duplicate,cosine_similarity
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",127,"[HACKTOBERFEST] style: Redesign the 'My Positions' Page` in student dashboard
### **Description**

This task is to execute a UI/UX redesign of the ""My Positions"" page within the student dashboard. The goal is to refresh the current view with a more modern, clear, and visually appealing layout, drawing inspiration from the attached design.

**Important Constraint:** This is a visual overhaul. All existing functionality and the details displayed for each position must be fully preserved and presented in the new design.

**Scope:** This is a **frontend-only** task.

---

### **Design Inspiration**

The new design should be **inspired by** the layout and style of the mockup provided below. It should follow the general aesthetic (e.g., layout, typography, and color scheme)

<img width=""565"" height=""696"" alt=""Image"" src=""https://github.com/user-attachments/assets/95ba2995-bef3-49d7-91a1-c02584325295"" />

---

### **Technical Implementation**

* **Backend:** **No backend changes are expected.** The frontend will continue to use the existing API for fetching the logged-in student's list of positions.
* **Frontend:**
    * This task involves refactoring the `MyPositionsPage` component and its child components.
    * The primary focus is on updating the JSX structure and CSS/styling.
    * The existing data-fetching logic and state management should be preserved and connected to the new UI components to display all the required information.

---

### **Acceptance Criteria (Task Checklist)**

* [ ] The ""My Positions"" page is successfully redesigned with a new look inspired by the provided image.
* [ ] **All** previously displayed details for each position are present and clearly laid out in the new design.
* [ ] The status of each position (`Active`, `Completed`, etc.) is prominently displayed.
* [ ] The UI clearly distinguishes between current and past positions.
* [ ] The new design is responsive and works well on mobile devices.
* [ ] No existing functionality has been broken during the redesign.",,0.171844259
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",126,"[HACKTOBERFEST] style/feat: Redesign Skill Management Page with Filtering
### **Description**

This task is to execute a complete UI/UX overhaul of the ""Skills Management"" page in the student dashboard. The redesign has two primary goals:
1.  **Visual Refresh:** To update the page's appearance to align with our new, modern Figma design, making it more intuitive and visually appealing.
2.  **New Filtering Functionality:** To introduce a powerful filtering system, allowing students to easily sort and view their skills.


---

### **Figma Design Reference**

The new implementation should be based on the provided Figma design. Please follow the layout, component styles, and overall aesthetic defined in the link below.

https://www.figma.com/design/30y4S7ZfFo92GAwV2uacOG/Student-DB_CoSA?node-id=0-1&t=e95ozkVrFmlxgdOK-1

---

### **Key Requirements**

#### **1. Visual Redesign**
* Refactor the existing UI to match the new component-based design from Figma.
* This will likely involve a card-based layout for each skill, which should elegantly display the **skill name**, **proficiency level**, and **endorsement status**.

#### **2. New Filtering System**
* Implement a new set of filter controls on the page, styled according to the Figma design.
* Users must be able to filter their list of skills by the following criteria:
    * **Category:** (e.g., Programming, Design, Communication - from `skill.category`)
    * **Proficiency Level:** (e.g., Expert, Intermediate, Beginner - from `userSkill.proficiency_level`)
    * **Endorsement Status:** (e.g., a toggle or checkbox to ""Show only endorsed skills"" - from `userSkill.is_endorsed`)

---

### **Acceptance Criteria (Task Checklist)**

* [ ] The ""My Skills"" page UI is successfully updated to match the Figma design.
* [ ] New filter controls for **Category**, **Proficiency**, and **Endorsement Status** are implemented and fully functional.
* [ ] The design is responsive and looks good on mobile devices.",,0.100897111
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",125,"[FOSSOVERFLOW-25]  style: Redesign the 'My Achievements' Page` in student dashboard
> **NOTE: THIS ISSUE IS FOR FOSSOVERFLOW MENTEE**
### **Description**

This task is to implement a redesign of the ""My Achievements"" page within the student dashboard. The goal is to refresh the current view with a more modern and visually appealing layout, drawing inspiration from the attached design.

**Crucial Constraint:** This is a visual overhaul. All existing features, especially the filtering and sorting logic, must be fully preserved and integrated into the new design. No functionality should be lost.

**Scope:** This is a **frontend-only** task.

---

### **Design Inspiration**

The new design should be **inspired by** the layout and style of the mockup below. It does not need to be a pixel-perfect copy, but it should follow the general aesthetic (e.g., card-based layout, typography, and color scheme).

<img width=""540"" height=""669"" alt=""Image"" src=""https://github.com/user-attachments/assets/63390964-35d2-481f-b53c-5abb9b579b99"" />

---

### **Key Redesign Requirements**

* **Modern Layout:** Replace the current layout with a cleaner design inspired by the mockup, likely using cards each achievement.
* **Integrate Existing Filters:** The new design must seamlessly incorporate all existing filtering and sorting controls. While the appearance of the filters can be updated, their functionality (e.g., filtering by `category`, `verification status`, `date`) must remain identical.
* **Clear Achievement Display:** Each achievement entry in the new design should clearly and elegantly display all its essential information:
    * Title and Description
    * Date Achieved
    * A prominent ""Verified"" or ""Pending"" status badge.
    * A clear, clickable link to view the certificate if one is attached.
* **Preserve All Actions:** Any existing actions available to the student (such as editing or deleting a pending achievement) must be present and fully functional in the new UI.

---

### **Technical Implementation**

* **Backend:** **No backend changes are expected.** The frontend should continue to use the existing API for fetching and filtering the student's achievements.
* **Frontend:**
    * This task involves refactoring the `MyAchievementsPage` component
    * The focus is on updating the JSX structure and CSS/styling to match the new design aesthetic.
    * All existing state management, data fetching, and filtering logic must be preserved and correctly connected to the new UI elements.
    * There should be a button for add achievement (top  right) which is present in current style as well

---

### **Acceptance Criteria (Task Checklist)**

* [ ] The ""My Achievements"" page is successfully redesigned with a new look inspired by the provided image.
* [ ] **All** previous filtering and sorting functionalities are present and fully working in the new design.
* [ ] Each achievement clearly displays its verification status and provides a link to its certificate (if available).
* [ ] The new design is responsive and works well on both desktop and mobile devices.
* [ ] No existing functionality has been broken during the redesign.",,0.292142868
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",124,"[HACTOBERFEST] style: Redesign GENSEC's Pending Endorsement Page
### **Description**

This is a redesign of the existing ""Pending Endorsements"" page for General Secretaries (GENSECs). The current functionality for fetching, scoping, and processing requests is already in place. This task is focused on replacing the current user interface with a modern, card-based layout and a tabbed structure to improve usability and align with our new design language.

**Scope:** This is a **frontend-only** task. No changes should be made to the backend APIs or the existing business logic.

---

### **New Design Mockup**

The existing page should be refactored to match the following design. This style should be applied across all tabs (Achievements, Skills, User Skills).

<img width=""800"" height=""576"" alt=""Image"" src=""https://github.com/user-attachments/assets/2e6666c8-f721-4440-b477-4ca74ea52f64"" />

---

### **Key Redesign Requirements**

* **Implement Tabbed Interface:** The redesigned page must use tabs to organize the different types of requests: **'Achievements', 'Skills', and 'User Skills'**.",,0.244870618
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",123,"[HACKTOBERFEST] style: Redesign Events Page
### **Description**

This task is to implement a complete visual redesign of the main Events page. The existing layout will be replaced with a modern, responsive grid of ""event cards,"" as shown in the provided design mockup.

The core functionality remains the same: the action buttons displayed on each card will be rendered conditionally based on the user's role and their registration status for that event. This is a **frontend-only** task focused on UI and component structure.

---

### **New Design Mockup**

The final implementation should closely match the following design. Pay attention to the card structure, status badges, icons, and the different states of the main action button.

<img width=""865"" height=""616"" alt=""Image"" src=""https://github.com/user-attachments/assets/52f5c03c-a219-4614-8e65-1638096a2bb3"" />

---

### **Key Features & Requirements**


#### **1. Event Card Structure**
* Each card must be structured as shown in the mockup:
    * **Event Title:** Prominently at the top.
    * **Status Badge:** A colored, pill-shaped badge indicating the event's status (e.g., ""Upcoming,"" ""Completed""). 
    * **Event Details:** A list with icons for key information (Event Head, Guest of Honour, Date, Time, Location).
    * **Icon Buttons:** Small action icons on the right (e.g., Edit, Delete), which are visible only to authorized users like event organizers. Button must be shown according to the role (see current code)",,0.17283231
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",117,"[HACKTOBERFEST] style: Redesign View Feedback Page to Match New UI Mockup
### **Description**

This is a **UI-only task** to update the visual appearance of the `View Feedback` page. The goal is to replace the current styling with the new, modern design provided in the mockup below. On clicking the feedback it must show the details of feedback as popup.

<img width=""748"" height=""837"" alt=""Image"" src=""https://github.com/user-attachments/assets/a5ebc2b8-59bc-4bcb-b684-0339ed07f803"" />

**Important Constraint:** This task is strictly for redesigning the user interface. **No backend APIs, frontend logic, or existing functionality should be changed.** The page must function exactly as it does now, simply with a new look.",,0.202339038
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",116,"[FOSSOVERFLOW-25]  feat: Create Page to Display Current Tenure (POR Holders)
### **Description**

This feature introduces a new public-facing page where all users can view the list of current student representatives holding Positions of Responsibility (PORs). The page will be structured to clearly display who holds which position within each club, council, and committee. This will improve transparency and make it easy for students to identify and contact the current office-bearers.

---

### **Key Features**

* **Group by Organization:** The primary view should not be a flat list. Instead, it should group all position holders by their `OrganizationalUnit` (e.g., a card for ""Coding Club"" listing all its members, a card for ""Cultural Council"", etc.).
* **Hierarchical View (Optional but Recommended):** To improve navigation, the page could display top-level `Councils` first, with the `Clubs` and `Committees` that fall under them nested accordingly.
* **POR Holder Card:** Each person listed should have a ""card"" displaying key information:
    * Profile Picture (`user.personal_info.profilePic`)
    * Full Name (`user.personal_info.name`)
    * Position Title (`position.title`)
* **Search and Filter:** The page must include a search bar to allow users to quickly find a specific student or organization.

---

### **Acceptance Criteria (Task Checklist)**

**Backend**
* [ ] Create the `GET /api/por/current` endpoint.
* [ ] Implement the query to fetch all active `PositionHolders`.
* [ ] Use nested Mongoose `populate` to fetch related user, position, and unit details.
* [ ] Structure the API response by grouping holders by their organizational unit.

**Frontend**
* [ ] Create the new page to display the tenure information.
* [ ] Fetch and display the data in a grouped-by-organization format.
* [ ] Implement the individual card UI for each position holder.
* [ ] Add a functional search/filter bar.",,-0.010672618
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",115,"[HACKTOBERFEST] feat: Create Analytics Dashboard for GENSEC Roles
### **Description**

This feature introduces a specialized analytics dashboard for the four General Secretary (GENSEC) roles: Cultural, Academics, Technical, and Sports. The key aspect of this dashboard is that all data presented will be **automatically filtered and scoped to the specific domain of the logged-in GENSEC**.

For example, the GENSEC of Technical Affairs will only see analytics related to technical clubs and events, allowing them to effectively monitor and manage their vertical.

---

### **Key Features & Dashboard Widgets**

The data in every widget must be filtered based on the GENSEC's assigned category (`cultural`, `academics`, `technical`, or `sports`).

#### **1. Domain At-a-Glance 📊**
* **Domain Stats:** Key stat cards for their specific domain (filter tenure or for now current tenure):
    * **Total Clubs:** A count of all `OrganizationalUnits` within their category.
    * **Total Events:** A count of all `completed` events within their category.
    * **Total Participation:** A sum of all participants across all events in their category.

#### **2. Budget Management (for their Domain) 💰**
* **Overall Budget:** Stat cards showing the **Total Allocated Budget** and **Total Spent Amount** for all clubs *within their category*.
* **Club-wise Budget:** A table or list view of each club in their domain, showing individual budget allocation vs. spending. This helps identify which clubs are managing their finances effectively.

#### **3. Event & Club Engagement (for their Domain) 🚀**
* **Top 5 Clubs by Participation:** A leaderboard of the most active clubs *within their category*, ranked by total event participants.
* **Top 5 Events by Participation:** A leaderboard of the most popular events *within their category*.

---


### **Acceptance Criteria (Task Checklist)**

**Backend**
* [ ] Create and protect the `GET /api/analytics/gensec` endpoint.
* [ ] Implement the authorization logic to identify a GENSEC's specific domain.
* [ ] Ensure all database queries are strictly filtered by the identified domain/category.
* [ ] Implement the aggregation queries to compute all the domain-specific metrics.

**Frontend**
* [ ] Create the new page for the GENSEC dashboard.
* [ ] Implement conditional logic to ensure only GENSECs can access this page.
* [ ] Fetch data from the new endpoint and populate all the specified widgets.
* [ ] Ensure the dashboard is responsive and user-friendly.",,0.158153474
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",114,"[HACKTOBERFEST] feat: Create Analytics Dashboard for Club Coordinators
### **Description**

This feature introduces a dedicated analytics dashboard for Club Coordinators (i.e., heads of an Organizational Unit). Unlike the President's global dashboard, this view will be **scoped specifically to the coordinator's own club**. It will provide them with actionable insights into their club's event performance, budget, and team structure, empowering them to manage their organization more effectively.

---

### **Key Features & Dashboard Widgets**

All data displayed on this dashboard must be filtered to the logged-in coordinator's specific organizational unit.

#### **1. Club At-a-Glance 📊**
* **Budget Status:** A prominent widget showing the club's financial health:
    * **Allocated Budget:** The total amount given to the club.
    * **Spent Amount:** The total amount spent so far.
    * **Remaining Budget:** A calculated field showing the remaining funds.
* **Core Stats:** A few key stat cards:
    * **Total Active Members:** A count of all active `PositionHolder`s in the club (over the years & current).
    * **Total Events Organized:** A count of all `completed` events organized by the club (over the years & current).

#### **2. Event Performance 📈**
* **Participants per Event:** A bar chart visualizing the number of participants for each of the club's past events. This helps identify the most popular activities.
* **Upcoming Events:** A simple list of the club's `planned` events, including their dates and status.

#### **3. Team Management 🧑‍🤝‍🧑**
* **Current Position Holders:** A table or list that displays all the current (status: `active`) POR holders within the club, showing their `name` and `position`.
* **Open Positions:** A count of positions that are currently unfilled.
---

### **Acceptance Criteria (Task Checklist)**

**Backend**
* [ ] Create and protect the `GET /api/analytics/club_coordinator` endpoint.
* [ ] Implement the authorization logic to identify if a user is a coordinator and find their unit ID.
* [ ] Ensure all database queries within the endpoint are strictly scoped to the coordinator's unit ID.
* [ ] Implement the aggregation queries to compute the club-specific metrics.

**Frontend**
* [ ] Create the new page for the coordinator's dashboard.
* [ ] Implement conditional logic to ensure only coordinators can access this page.
* [ ] Fetch data from the new endpoint and populate all the specified widgets.
* [ ] Ensure the dashboard is responsive and user-friendly.",,0.039403595
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",113,"[HACKTOBERFEST] feat: Create President's Analytics Dashboard
### **Description**

This feature introduces a comprehensive analytics dashboard for President. This will consist of two primary views:
1.  **Overall Summary Dashboard:** A high-level overview of key metrics across the entire student body, its organizations, and activities.
2.  **Involvement Dashboard:** A more focused view with actionable insights into student participation trends, club performance, and individual contributions.
---

### **Key Features & Dashboard Widgets**

The analytics hub will be organized into two main tabs.

### **View 1: Overall Summary Dashboard**

#### **1. User Analytics 🧑‍🤝‍🧑**
* **Total Users:** Stat card showing the total number of registered users.
* **User Status:** Pie chart breaking down users by status (`active`, `inactive`, `graduated`).
* **Demographics:** Bar charts for student distribution by `program`, `branch`, and `batch_year`.

#### **2. Event Analytics 🗓️**
* **Total Events:** Stat card for total `completed` events in current tenure.
* **Upcoming Events:** Stat card for `planned` events in current tenure.
* **Event Categories:** Pie chart showing the distribution of events by `category` (cultural, technical, etc.) in current tenure.

#### **3. Organizational Unit Analytics 🏛️**
* **Total Units:** Stat cards for the total number of `Clubs`, `Committees`, and `Councils`.
* **Budget Overview:** Stat cards for **Total Allocated Budget** and **Total Spent Amount** across all units.
* **Unit Categories:** Bar chart showing the number of units per `category` (cultural, scitech, etc.).

#### **4. Positions & Achievements Analytics 🏆**
* **Active PORs:** Stat card showing the total count of `active` Position Holders (current tenure).
* **Total Achievements:** Stat card for the total number of logged achievements.
* **Verification Status:** Chart showing `verified` vs. unverified achievements.

<br/>

### **View 2: Student & Club Involvement Dashboard**

#### **1. Participation Trends Over Time 📈**
* **Visualization:** A line or bar chart displaying total unique student participations in events per month over the last year.
* **Goal:** To visualize the rhythm of student engagement throughout the academic year.

#### **2. Position (POR) Distribution 📊**
* **Visualization:** A bar chart showing the number of active positions of responsibility (PORs) for each organizational unit.
* **Goal:** To understand how leadership roles are distributed across campus.

#### **3. Top 5 Active Clubs (by Participation) 🚀**
* **Visualization:** A ranked list or leaderboard.
* **Goal:** To identify clubs that are most successful at engaging the student body, ranked by total participants across all their events.

#### **4. Most Active Students (by Contribution) ⭐**
* **Visualization:** A ranked leaderboard of the top 10 most active students.
* **Goal:** To recognize key student contributors based on a calculated ""contribution score"" (e.g., points for holding a POR, organizing an event, and participating in events).

---


### **Acceptance Criteria (Task Checklist)**

**Backend**
* [ ] Create and protect the `api/analytics/president/summary` and `api/analytics/president/involvement` analytics endpoints.
* [ ] Implement aggregation queries for all metrics in the ""Overall Summary"" view.
* [ ] Implement aggregation queries for all metrics in the ""Involvement"" view.
* [ ] Ensure the logic for the ""Contribution Score"" is correctly implemented.

**Frontend**
* [ ] Create new page for the analytics dashboard with two tabs or links to switch between them.
* [ ] Implement all widgets and charts for the ""Overall Summary"" tab.
* [ ] Implement all widgets and charts for the ""Involvement"" tab.
* [ ] Ensure the pages are responsive and display well on different screen sizes.",,0.103857979
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",111,"[HACKTOBERFEST] feat: Implement Edit Event Functionality for Organizers
### **Description**

This feature will provide event organizers with the ability to modify the details of an event after it has been created. An ""Edit Info"" button will be added to the event page. This button will only be visible and accessible if the logged-in user's email address matches the official contact email of the event's organizing unit.

---

### **Acceptance Criteria / Task Checklist**

#### **1. Frontend Tasks**

* [ ] **Conditional Button Rendering:**
    * The ""Edit Info"" button must only be displayed if the logged-in user's email address is an exact match for the organizing unit's contact email.
* [ ] **Create Editing UI:**
    * Clicking the ""Edit Info"" button should open the user to an edit model
    * This model should contain a form that is pre-populated with the existing event details.
* [ ] **Form Submission & API Call:**
    * The form should allow editing relevant fields (e.g., `title`, `description`, `schedule`, etc.).
    * Upon submission, the form should send a `PUT` request to the backend with the updated event data.
    * The UI should provide feedback to the user on success or failure.

#### **2. Backend Tasks**

* [ ] **Create API Endpoint:**
    * Implement a new `PUT` endpoint to handle the updates: `/api/events/:eventId`.
* [ ] **Backend must check important details like the edit request is made by the organizing unit onlu**
 
* [ ] **Update Logic:**
    * If the user is authorized, take the validated data from the request body (`req.body`) and update the event document in the database.
    * Return the updated event object with a success response.",,0.073959343
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",110," feat: Implement Event Registration Functionality
### **Title: `feat: Implement Event Registration Functionality`**

### **Description**

This feature will enable students to register for events directly from the student dashboard. Currently, the ""Register"" button on the events page is non-functional. This task involves implementing the frontend logic for a confirmation prompt and creating the backend API endpoint to handle the registration process by adding the student's ID to the event's `participants` array.

---

### **Acceptance Criteria / Task Checklist**

#### **1. Frontend Tasks**

* [ ] **Implement Confirmation Modal:**
    * When a student clicks the ""Register"" button, a confirmation modal or dialog box should appear.
    * The modal should ask for confirmation (e.g., ""Are you sure you want to register for [Event Name]?"").
    * It should have ""Confirm"" and ""Cancel"" buttons.
* [ ] **API Integration:**
    * If the user clicks ""Confirm,"" the frontend should make a `POST` request to the new backend endpoint (`/api/events/:eventId/register`).
    * The frontend must handle both success and error responses from the API and show appropriate feedback to the user (e.g., a success toast like ""Successfully registered!"" or an error message like ""Registration is full."").
* [ ] **Update Button State:**
    * After a successful registration, the ""Register"" button should immediately change its state to ""Registered"" 
    * When the events page loads, it should already check if the student is a participant in each event and display the correct button state initially.

#### **2. Backend Tasks**

* [ ] **Create API Endpoint:**
    * Create a new `POST` endpoint: `/api/events/:eventId/register`.
* [ ] **Implement Registration Logic:**
    * The endpoint should be protected, requiring a user to be authenticated.
    * It will retrieve the `eventId` from the URL parameters (`req.params.eventId`) and the `userId` from the authenticated session (`req.user.id`).
    * **Add the student's `userId` to the `participants` array** of the corresponding event document in the database.
        * It is highly recommended to use the MongoDB `$addToSet` operator instead of `$push`. This automatically prevents duplicate registrations if the user clicks the button multiple times.
* [ ] **Add Validation and Error Handling:** Before adding the user, the backend must perform these checks:
    * [ ] **Event Exists:** Verify that the event with the given `eventId` actually exists.
    * [ ] **Registration Open:** Check if the current date is within the `registration.start` and `registration.end` window.
    * [ ] **Event Not Full:** If `registration.max_participants` is set, ensure the current number of participants is less than the maximum.
    * [ ] **User Not Already Registered:** Ensure the `userId` is not already in the `participants` array.
    * If any of these checks fail, the API should return an appropriate error message and status code (e.g., 400 or 409).

---

### **Database Reference (`eventSchema`)**

The core of this task involves updating the `participants` field in the existing `eventSchema`.

```javascript
// ...
  participants: [
    {
      type: mongoose.Schema.Types.ObjectId,
      ref: ""User"",
    },
  ],
// ...
```",,0.174879819
OpenLake/Student_Database_COSA,183,"[FOSSOVERFLOW-25]  feat: migrate frontend from create-react-app to vite
",109,"[FOSSOVERFLOW-25]  feat: Implement Certificate Generation with Multi-Step Approval Workflow
### **Description**

This feature will build an end-to-end system for creating, approving, and distributing digital certificates in **batches**. A coordinator can initiate a single request to generate the same certificate for multiple students. This request then goes through a formal, multi-step approval workflow where approvers can reject individual recipients before the final PDFs are generated and issued to students.

The goal is to replace a manual process with an efficient, verifiable, and automated system.

---

### **Feature Overview & Workflow**

The process is designed around creating and approving a ""batch"" of certificates.

#### **1. Batch Initiation (Coordinator's/GenSec's Task)**
The coordinator will go through a simple multi-step form:
* **Step A: Select Template:** The coordinator chooses a certificate design from a predefined list (e.g., ""Event Winner,"" ""Workshop Participant"").
* **Step B: Fill Common Details:** A form appears with fields specific to the chosen template (e.g., for an ""Event Winner,"" it might ask for `Event Name`, `Date`, and `Position`). The coordinator fills this information in **once**.
* **Step C: Select Students:** The coordinator selects multiple students from a user list who will receive this certificate.

Submitting this form creates a single **Certificate Batch** request.

#### **2. Approval Process (Approver's Task)**
* The batch request moves through the approval chain ( Level 1 (by parent unit (if any) , Level 2 (by president)).
* An approver views the batch, seeing the common details and the full list of student recipients.
* The approver can **reject individual students** with a reason. This removes them from the final generation list but allows the rest of the batch to proceed.
* Finally, the approver approves the batch as a whole.

#### **3. PDF Generation & Distribution (System's Task)**
* Once the batch is fully approved, the system automatically starts the generation process.
* It generates a unique, high-quality PDF certificate **only for the students who were not rejected**.
* The PDF is uploaded, and a secure link is stored. The certificate then becomes available in each student's profile.

---
### **Technical Implementation Details**

#### **Frontend Flow**
1.  **Certificate Creation UI:** This will be a multi-step component.
    * It will first display the available templates (defined in the frontend code).
    * Based on the selection, it will render a dynamic form. A mapping in the code will link a `template_id` to the required form fields.
    * It will include a user-friendly student selector with search/filter capabilities.
    * On submission, it will bundle the `template_id`, `student_ids`, and the dynamic form data (`common_data`) into a single JSON object for the API request.
2.  **Approver Dashboard:**
    * This UI will display a list of pending `CertificateBatch` requests.
    * A detailed view for a batch will show the common data and the list of recipients. Each recipient in the list should have a ""Reject"" button next to their name.

#### **Backend Flow**
1.  **API & Data Storage:** The backend will handle the incoming API request. The key is the `CertificateBatch` schema, which will store the dynamic details in a flexible `common_data` field (`Map` type in Mongoose). This allows us to support any template with any fields without changing the database schema.
2.  **Workflow Management:** The backend will manage the state of the batch and the individual certificates based on the approvers' actions.
3.  **PDF Generation (Server-Side Rendering):**
    * Templates are **React components** stored in the backend codebase.
    * When a batch is approved, the system retrieves the `template_id` and `common_data` for the batch.
    * For each approved student, it renders the corresponding React component to an HTML string using `react-dom/server`, passing the `common_data` and student's details as props.
    * **Puppeteer** is then used to convert this HTML string into a PDF.
    * The generated PDF is uploaded to a service like Cloudinary, and the URL is saved.

---

### **Database Schemas**

**Two new schemas** are required for this feature. (below is suggestion, can be changed for best practise)

**1. `CertificateBatch` Schema** (The ""folder"" for the request)
```javascript
const certificateBatchSchema = new mongoose.Schema({
  batch_title: { type: String, required: true },
  common_data: { type: Map, of: String, required: true },
  template_id: { type: String, required: true },
  initiated_by: { type: mongoose.Schema.Types.ObjectId, ref: 'User', required: true },
  certificates: [{ type: mongoose.Schema.Types.ObjectId, ref: 'Certificate' }],
  status: { type: String, enum: ['PendingL1', 'PendingL2', 'Processed', 'Rejected'], default: 'PendingL1' },
  // ... approval history for the batch
});
```

**2. `Certificate` Schema** (The individual certificate ""sheet"")
```javascript
const certificateSchema = new mongoose.Schema({
  user_id: { type: mongoose.Schema.Types.ObjectId, ref: 'User', required: true },
  batch_id: { type: mongoose.Schema.Types.ObjectId, ref: 'CertificateBatch', required: true },
  status: { type: String, enum: ['Pending', 'Approved', 'Rejected'], default: 'Pending' },
  rejection_reason: { type: String },
  certificate_url: { type: String },
  unique_id: { type: String, unique: true },
});
```
---

### **API Endpoints (Proposed)**

* `POST /api/certificate-batches`: Create a new batch request.
* `GET /api/certificate-batches/pending`: Get pending batches for the logged-in approver.
* `GET /api/certificate-batches/:id`: Get details of a specific batch.
* `POST /api/certificate-batches/:id/approve`: Approve a batch.
* `POST /api/certificates/:id/reject`: Reject an individual certificate within a batch.
* `GET /api/users/me/certificates`: Get all approved certificates for the logged-in student.

---

### **Acceptance Criteria (Task Checklist)**

**Backend**
* [ ] Implement the `CertificateBatch` and `Certificate` Mongoose schemas.
* [ ] Create the proposed API endpoints for managing batches and certificates.
* [ ] Implement the business logic for the multi-step approval workflow.
* [ ] Implement the logic for individual rejections within a batch.
* [ ] Create at least one sample React component for a certificate template.
* [ ] Set up the PDF generation service using React SSR (`react-dom/server`) and Puppeteer.
* [ ] Integrate a file upload service (e.g., Cloudinary) for storing the final PDFs.

**Frontend**
* [ ] Create the multi-step UI component for initiating a certificate batch.
* [ ] Implement a dynamic form that changes based on the selected template.
* [ ] Build a user-friendly component for selecting multiple students.
* [ ] Develop the approver's dashboard to list and view pending batches.
* [ ] Implement the functionality for approvers to reject individual students from a batch.
* [ ] Create the UI section in the user's profile to display their earned certificates.

---",,0.068854757
OpenLake/Student_Database_COSA,182,"feat: Create Role-Scoped 'Organizational Units' Page
This feature introduces a new page within the ""Clubs"" section of the dashboard. This page will serve as a central directory for viewing all Organizational Units (Clubs, Committees, Councils, etc.).

Crucially, the list of units displayed on this page **must be scoped to the logged-in user's role**. A President will see all units, while a General Secretary will only see units belonging to their specific domain (e.g., SciTech, Cultural).

Add search, filter functionality as well

This feature will restructure the ""Clubs"" section of the dashboard. Instead of immediately displaying the ""Add Organizational Unit"" form, the page will first present a **role-scoped directory of existing Organizational Units**. A new button will be added to switch to the ""Add Organizational Unit"" form.

This provides a more intuitive flow: first, you see what exists, then you have the option to add new.

<img width=""1901"" height=""907"" alt=""Image"" src=""https://github.com/user-attachments/assets/9d05ba06-15c7-43ed-adda-bc0b1a90a286"" />",181,"feat: Implement Role-Based Scoping for 'Position' Field in Add Position Holder Form
This feature enhances the ""Add Position Holder"" form to be role-aware. Currently, the ""Position"" dropdown allows any administrator to assign a user to a position in any organizational unit, which poses a security and data integrity risk. This task is to filter the list of available positions based on the logged-in user's role (President, GENSEC, or Club Coordinator), ensuring they can only assign positions within their designated scope of authority.

### Detailed Requirements & Acceptance Criteria

The list of positions shown in the dropdown must be dynamically filtered based on the user's role:

* **If Role is `PRESIDENT`:**
    * [ ] The dropdown should list **all** available positions from every organizational unit. (This is the current behavior).

* **If Role is `GENSEC_SCITECH`:**
    * [ ] The dropdown should only show positions where the associated `position.unit_id.category` is `'scitech'`.

* **If Role is `GENSEC_ACADEMIC`:**
    * [ ] The dropdown should only show positions where the associated `position.unit_id.category` is `'academic'`.

* **If Role is `GENSEC_CULTURAL`:**
    * [ ] The dropdown should only show positions where the associated `position.unit_id.category` is `'cultural'`.

* **If Role is `GENSEC_SPORTS`:**
    * [ ] The dropdown should only show positions where the associated `position.unit_id.category` is `'sports'`.

* **If Role is `CLUB_COORDINATOR`:**
    * [ ] The dropdown should only show positions belonging to the coordinator's **own club**.
    * **Logic:** The coordinator's unit ID is found by matching their logged-in `personal_info.email` with the `contact_info.email` of an `OrganizationalUnit`. The position list is then filtered to show only positions where `position.unit_id` matches this ID.

<img width=""1919"" height=""1019"" alt=""Image"" src=""https://github.com/user-attachments/assets/5f7a5e27-a4b0-4a89-a960-79e3c6c99164"" />",,0.514996171
